nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000533	Gates McFadden	1949	\N	actress,miscellaneous,director	tt0253754,tt0120844,tt0117731,tt0111280
nm0000534	Kelly McGillis	1957	\N	actress,producer,soundtrack	tt0090329,tt0093467,tt0094608,tt0092099
nm0000535	Rose McGowan	1973	\N	actress,soundtrack,producer	tt0158552,tt1028528,tt0462322,tt1077258
nm0000536	Robert Duncan McNeill	1964	\N	actor,producer,director	tt0387054,tt0112178,tt0093507,tt0934814
nm0000537	Steve McQueen	1930	1980	actor,producer,soundtrack	tt0070511,tt0057115,tt0062765,tt0068638
nm0000538	Colm Meaney	1953	\N	actor,producer,soundtrack	tt0375912,tt0105690,tt0106145,tt0118880
nm0000539	Dina Meyer	1968	\N	actress,producer	tt0253754,tt0387564,tt0120201,tt0113481
nm0000540	Russ Meyer	1922	2004	director,cinematographer,writer	tt0064160,tt0078846,tt0054859,tt0059170
nm0000541	Bette Midler	1945	\N	soundtrack,actress,producer	tt0107120,tt0116313,tt0094715,tt0079826
nm0000542	Penelope Ann Miller	1964	\N	actress,soundtrack	tt0099615,tt0106519,tt1655442,tt0111143
nm0000543	Sal Mineo	1939	1976	actor,soundtrack,music_department	tt0048545,tt0049261,tt0067065,tt0053804
nm0000544	Carmen Miranda	1909	1955	soundtrack,actress,miscellaneous	tt0037295,tt0035916,tt0039277,tt0036881
nm0000545	Helen Mirren	1945	\N	actress,director,producer	tt0280707,tt0436697,tt0975645,tt1245526
nm0000546	Matthew Modine	1959	\N	actor,producer,director	tt1345836,tt2932536,tt0112760,tt0093058
nm0000547	Alfred Molina	1953	\N	actor,producer,soundtrack	tt0241303,tt0316654,tt0175880,tt0120679
nm0000548	Elizabeth Montgomery	1933	1995	actress,soundtrack,miscellaneous	tt0076981,tt0073273,tt0057733,tt0088713
nm0000549	Roger Moore	1927	2017	actor,miscellaneous,producer	tt0079574,tt0071807,tt0076752,tt0086034
nm0000550	Kate Mulgrew	1955	\N	actress,script_department,soundtrack	tt0112178,tt0089901,tt2372162,tt0253754
nm0000551	Dermot Mulroney	1963	\N	actor,soundtrack,music_department	tt0096487,tt0119738,tt0372532,tt1322269
nm0000552	Eddie Murphy	1961	\N	actor,writer,producer	tt0117218,tt0097481,tt0443489,tt0094898
nm0000553	Liam Neeson	1952	\N	actor,soundtrack,producer	tt0362269,tt0108052,tt1601913,tt0429493
nm0000554	Sam Neill	1947	\N	actor,director,producer	tt4698684,tt0119081,tt0163025,tt0107290
nm0000555	Judd Nelson	1959	\N	actor,writer,producer	tt0092106,tt0090060,tt0102526,tt0088847
nm0000556	Olivia Newton-John	1948	\N	soundtrack,actress,music_department	tt0077631,tt0081777,tt0086494,tt0119094
nm0000557	Brigitte Nielsen	1963	\N	actress,soundtrack,producer	tt0089893,tt5073058,tt0092644
nm0000558	Leslie Nielsen	1926	2010	actor,producer,soundtrack	tt0102510,tt0049223,tt0095705,tt0080339
nm0000559	Leonard Nimoy	1931	2015	actor,director,producer	tt0092007,tt0102975,tt0088170,tt0796366
nm0000560	Nick Nolte	1941	\N	actor,producer	tt0102713,tt0118564,tt1291584,tt0083511
nm0000561	Peter North	1957	\N	actor,director,producer	tt0183057,tt0090939,tt0378461,tt0160323
nm0000562	Jeremy Northam	1961	\N	actor,soundtrack	tt0284978,tt0162360,tt0280707,tt0116191
nm0000563	Chris O'Donnell	1970	\N	actor,producer,director	tt0105323,tt0190865,tt0108333,tt0118688
nm0000564	Peter O'Toole	1932	2013	actor,soundtrack,producer	tt0056172,tt0063227,tt0332452,tt0081568
nm0000565	Lena Olin	1955	\N	actress	tt0096332,tt0107983,tt0241303,tt0285333
nm0000566	Julia Ormond	1965	\N	actress,producer	tt1655420,tt0114319,tt0421715,tt0110322
nm0000567	George Orwell	1903	1950	writer	tt0047834,tt2467700,tt0087803,tt0048918
nm0000568	Frank Oz	1944	\N	actor,miscellaneous,soundtrack	tt0121765,tt0079588,tt0074028,tt0087755
nm0000569	Gwyneth Paltrow	1972	\N	actress,soundtrack,producer	tt0116191,tt1300854,tt0138097,tt0120148
nm0000570	Alan Parker	1944	\N	director,writer,soundtrack	tt0116250,tt0077928,tt0101605,tt0095647
nm0000571	Mary-Louise Parker	1964	\N	actress,soundtrack,miscellaneous	tt0439100,tt1245526,tt0318997,tt1821694
nm0000572	Sarah Jessica Parker	1965	\N	actress,producer,miscellaneous	tt1261945,tt1000774,tt0159206,tt0356680
nm0000573	Dolly Parton	1946	\N	soundtrack,music_department,actress	tt0073984,tt0080319,tt0162822,tt0092342
nm0000574	Jason Patric	1966	\N	actor,producer	tt0093437,tt0480255,tt0120179,tt0117665
nm0000575	Alexandra Paul	1963	\N	actress,producer,writer	tt0092925,tt0117723,tt0085333,tt3153702
nm0000576	Sean Penn	1960	\N	actor,director,producer	tt0315733,tt0327056,tt0112818,tt1013753
nm0000577	George Peppard	1928	1994	actor,assistant_director,soundtrack	tt0054698,tt0057917,tt0056085,tt0060177
nm0000578	Anthony Perkins	1932	1992	actor,soundtrack,director	tt0049233,tt0091799,tt0086154,tt0054215
nm0000579	Ron Perlman	1950	\N	actor,producer,soundtrack	tt0167190,tt0092319,tt3973768,tt0411477
nm0000580	Luke Perry	1966	2019	actor,producer,soundtrack	tt0103893,tt0098749,tt7131622,tt0119116
nm0000581	Joseph L. Mankiewicz	1909	1993	writer,producer,director	tt0069281,tt0041587,tt0056937,tt0042192
nm0000582	Joe Pesci	1943	\N	actor,soundtrack	tt1302006,tt0081398,tt0104952,tt0099685
nm0000583	Wolfgang Petersen	1941	\N	director,writer,producer	tt0118571,tt0082096,tt0089092,tt0114069
nm0000584	Amanda Peterson	1971	2015	actress	tt0089114,tt0092718,tt0092488,tt0083564
nm0000585	Robert Picardo	1953	\N	actor,soundtrack,writer	tt0094433,tt0112178,tt0117731,tt0093260
nm0000586	Jada Pinkett Smith	1971	\N	actress,producer,writer	tt0242653,tt0351283,tt0234215,tt0369339
nm0000587	Donald Pleasence	1919	1995	actor,writer,soundtrack	tt0077651,tt0113253,tt0082495,tt0057115
nm0000588	Martha Plimpton	1970	\N	actress,soundtrack,writer	tt0098067,tt0115639,tt0091557,tt0089218
nm0000589	Eve Plumb	1958	\N	actress,soundtrack,producer	tt5037914,tt9278110,tt1595859,tt2359024
nm0000590	Edgar Allan Poe	1809	1849	writer,soundtrack,miscellaneous	tt1772264,tt0379889,tt8646426,tt1663656
nm0000591	Roman Polanski	1933	\N	actor,director,writer	tt0063522,tt1139328,tt0071315,tt0074811
nm0000592	Pete Postlethwaite	1946	2011	actor,producer	tt0840361,tt0119567,tt1375666,tt0114814
nm0000593	Kelly Preston	1962	\N	actress,soundtrack	tt0286788,tt0185183,tt0312528,tt0116695
nm0000594	Jason Priestley	1969	\N	actor,producer,director	tt5722298,tt2334593,tt0098749,tt1558182
nm0000595	Victoria Principal	1950	\N	actress,producer,executive	tt0077000,tt0068853,tt0075393,tt0071455
nm0000596	Jonathan Pryce	1947	\N	actor,soundtrack,producer	tt0104348,tt8404614,tt3750872,tt0120347
nm0000597	Bill Pullman	1953	\N	actor,director,soundtrack	tt0116922,tt0116629,tt0094012,tt1628841
nm0000598	Dennis Quaid	1954	\N	actor,producer,soundtrack	tt0093260,tt0297884,tt0186151,tt0319262
nm0000599	Kathleen Quinlan	1954	\N	actress,director,producer	tt0118771,tt0454841,tt0101761,tt0112384
nm0000600	Sam Raimi	1959	\N	producer,writer,director	tt0083907,tt0145487,tt0106308,tt0099365
nm0000601	Harold Ramis	1944	2014	writer,actor,producer	tt0107048,tt0087332,tt0478311,tt0083131
nm0000602	Robert Redford	1936	\N	producer,actor,director	tt0064115,tt0074119,tt0081283,tt0087781
nm0000603	Vanessa Redgrave	1937	\N	actress,soundtrack,producer	tt0104454,tt1372686,tt0892318,tt0783233
nm0000604	John C. Reilly	1965	\N	actor,writer,producer	tt2015381,tt0841046,tt0299658,tt0118749
nm0000605	Brad Renfro	1982	2008	actor,soundtrack,writer	tt0117665,tt0118636,tt0112757,tt0109446
nm0000606	Jean Reno	1948	\N	actor	tt0281364,tt0122690,tt0095250,tt0110413
nm0000607	Paul Reubens	1952	\N	actor,writer,director	tt0094744,tt0089791,tt0090500,tt0091059
nm0000608	Burt Reynolds	1936	2018	actor,director,producer	tt0118749,tt0076729,tt0068473,tt0117765
nm0000609	Ving Rhames	1959	\N	actor,producer,writer	tt0163988,tt2381249,tt0110912,tt0120755
nm0000610	Giovanni Ribisi	1974	\N	actor,soundtrack,cinematographer	tt0120815,tt0346156,tt0499549,tt0181984
nm0000611	Ariana Richards	1979	\N	actress	tt0107290,tt0259685,tt0119567,tt0100814
nm0000612	Denise Richards	1971	\N	actress,producer,soundtrack	tt0120201,tt0143145,tt0314331,tt0120890
nm0000613	Joely Richardson	1965	\N	actress,producer,soundtrack	tt0187393,tt1881002,tt0119081,tt0361217
nm0000614	Alan Rickman	1946	2016	actor,soundtrack,writer	tt0177789,tt1201607,tt0095016,tt0102798
nm0000615	John Ritter	1948	2003	actor,producer,soundtrack	tt0307987,tt0075596,tt0100419,tt0117666
nm0000616	Eric Roberts	1956	\N	actor,producer,soundtrack	tt0089941,tt0413573,tt0468569,tt5836706
nm0000617	Tanya Roberts	1955	\N	actress,producer	tt0090264,tt0165598,tt0088103,tt0083630
nm0000618	Isabella Rossellini	1952	\N	actress,director,writer	tt0106881,tt0090756,tt2316411,tt0104070
nm0000619	Tim Roth	1961	\N	actor,producer,soundtrack	tt0133152,tt3460252,tt0114287,tt0110912
nm0000620	Mickey Rourke	1952	\N	actor,writer,music_department	tt1228705,tt1125849,tt0092563,tt0401792
nm0000621	Kurt Russell	1951	\N	actor,producer,writer	tt0116225,tt3460252,tt0116253,tt0098439
nm0000622	Theresa Russell	1957	\N	actress,soundtrack,miscellaneous	tt0413300,tt0080408,tt0120890,tt0098093
nm0000623	Rene Russo	1954	\N	actress,producer	tt0117438,tt0155267,tt2872718,tt0122151
nm0000624	Laura San Giacomo	1962	\N	actress	tt0118364,tt0098724,tt0100405,tt0102744
nm0000625	Fred Savage	1976	\N	actor,director,producer	tt0090768,tt0295178,tt0093779,tt0094582
nm0000626	John Sayles	1950	\N	writer,actor,director	tt0119657,tt0095082,tt0087004,tt0116905
nm0000627	Greta Scacchi	1960	\N	actress	tt0116191,tt0105151,tt0117442,tt0217629
nm0000628	Johnathon Schaech	1969	\N	actor,writer,producer	tt0926129,tt0117887,tt2249007,tt4532368
nm0000629	Claudia Schiffer	1970	\N	actress,producer	tt0314331,tt2802144,tt0196229,tt0110989
nm0000630	Liev Schreiber	1967	\N	actor,producer,miscellaneous	tt0404030,tt0368008,tt0458525,tt1895587
nm0000631	Ridley Scott	1937	\N	producer,director,production_designer	tt0083658,tt0172495,tt3659388,tt0103074
nm0000632	Jerry Seinfeld	1954	\N	writer,actor,producer	tt2314952,tt0500140,tt0389790,tt0098904
nm0000633	Tom Selleck	1945	\N	actor,producer,writer	tt0119360,tt0080240,tt1595859,tt0094137
nm0000634	Peter Sellers	1925	1980	actor,soundtrack,writer	tt0072081,tt0078841,tt0075066,tt0057012
nm0000635	Yahoo Serious	1953	\N	director,actor,writer	tt0107930,tt0096486,tt0156807,tt6893696
nm0000636	William Shakespeare	1564	1616	writer,soundtrack,miscellaneous	tt5377528,tt3894536,tt5932378,tt8632012
nm0000637	Tupac Shakur	1971	1996	soundtrack,actor,composer	tt0107840,tt0109035,tt0118900,tt0104573
nm0000638	William Shatner	1931	\N	actor,producer,writer	tt0088170,tt0098382,tt0092007,tt0084726
nm0000639	Ally Sheedy	1962	\N	actress,producer,soundtrack	tt0088847,tt0091949,tt0139362,tt0086567
nm0000640	Martin Sheen	1940	\N	actor,producer,soundtrack	tt0407887,tt0069762,tt0078788,tt1441912
nm0000641	Gary Sinise	1955	\N	actor,producer,director	tt0109830,tt0112384,tt0117438,tt0105046
nm0000642	Marina Sirtis	1955	\N	actress,producer,soundtrack	tt0111280,tt0117731,tt0253754,tt0375679
nm0000643	Tom Skerritt	1933	\N	actor,director,producer	tt0066026,tt0078748,tt0092099,tt0118884
nm0000644	Helen Slater	1963	\N	actress,soundtrack,writer	tt0088206,tt0093936,tt0089470,tt0101587
nm0000645	Anna Nicole Smith	1967	2007	miscellaneous,actress,producer	tt0110074,tt0110622,tt0758754,tt0377471
nm0000646	Jaclyn Smith	1945	\N	actress,producer,soundtrack	tt0065374,tt0081232,tt0094791,tt5033998
nm0000647	Alan Smithee	\N	\N	director,actor,writer	tt2076794,tt0116514,tt0118577,tt0086491
nm0000648	Wesley Snipes	1962	\N	actor,producer,soundtrack	tt0106697,tt0102526,tt0120611,tt0105812
nm0000649	Paul Sorvino	1939	\N	actor,soundtrack,director	tt0102803,tt0099685,tt0963194,tt0113987
nm0000650	Talisa Soto	1967	\N	actress	tt0097742,tt0119707,tt0113855,tt0117723
nm0000651	Sissy Spacek	1949	\N	actress,soundtrack,art_department	tt0074285,tt0080549,tt0247425,tt1454029
nm0000652	James Spader	1960	\N	actor,producer,soundtrack	tt2741602,tt0402711,tt2395427,tt0098724
nm0000653	Brent Spiner	1949	\N	actor,soundtrack,director	tt1628841,tt0117731,tt0116629,tt0253754
nm0000654	Terence Stamp	1938	\N	actor,soundtrack,director	tt0165854,tt0081573,tt0109045,tt0078346
nm0000655	Eric Stoltz	1961	\N	actor,producer,director	tt0110912,tt0089560,tt0289879,tt0094006
nm0000656	Madeleine Stowe	1958	\N	actress,director,writer	tt0108122,tt0114746,tt0144214,tt0104691
nm0000657	David Strathairn	1949	\N	actor,producer,soundtrack	tt0433383,tt0443272,tt0440963,tt0831387
nm0000658	Meryl Streep	1949	\N	actress,soundtrack,producer	tt0089755,tt1322269,tt0918927,tt0458352
nm0000659	Barbra Streisand	1942	\N	soundtrack,producer,actress	tt0069495,tt0070903,tt0086619,tt0062994
nm0000660	Tami Stronach	1972	\N	actress	tt1354693,tt6557704,tt0088323,tt3222644
nm0000661	Donald Sutherland	1935	\N	actor,soundtrack,producer	tt0414387,tt0066026,tt1951264,tt1951265
nm0000662	Kiefer Sutherland	1966	\N	actor,producer,miscellaneous	tt0790686,tt0096487,tt0183649,tt0285331
nm0000663	Dominique Swain	1980	\N	actress,producer,soundtrack	tt0119558,tt0203975,tt0426883,tt0119094
nm0000664	Patrick Swayze	1952	2009	actor,soundtrack,producer	tt0099653,tt0092890,tt0102685,tt0098206
nm0000665	D.B. Sweeney	1961	\N	actor,soundtrack,director	tt0104040
nm0000666	Lili Taylor	1967	\N	actress,writer,soundtrack	tt1457767,tt0116594,tt3488298
nm0000667	David Thewlis	1963	\N	actor,writer,soundtrack	tt0320661,tt1201607,tt0107653,tt0451279
nm0000668	Emma Thompson	1959	\N	actress,writer,soundtrack	tt0114388,tt2140373,tt0314331,tt0104454
nm0000669	Fred Thompson	1942	2015	actor	tt0109190,tt0093640,tt0099810,tt1922777
nm0000670	Lea Thompson	1961	\N	actress,producer,director	tt0094006,tt0096874,tt0088763,tt0091225
nm0000671	Billy Bob Thornton	1955	\N	actor,writer,director	tt0120324,tt0219965,tt0117666,tt0243133
nm0000672	Meg Tilly	1960	\N	actress,writer	tt0088683,tt0085244,tt0086154,tt0106452
nm0000673	Marisa Tomei	1964	\N	actress,producer	tt0247425,tt0104952,tt1125849,tt1596363
nm0000674	Tamlyn Tomita	1966	\N	actress	tt0406759,tt0411951,tt0319262,tt0091326
nm0000675	Jeanne Tripplehorn	1963	\N	actress,soundtrack	tt0106918,tt0103772,tt0114898,tt0130121
nm0000676	Chris Tucker	1971	\N	actor,soundtrack,writer	tt0119695,tt0266915,tt0120812,tt1045658
nm0000677	Robin Tunney	1972	\N	actress,soundtrack	tt0115963,tt0190865,tt0112950,tt0146675
nm0000678	Kathleen Turner	1954	\N	actress,producer,soundtrack	tt0098621,tt0091738,tt0088011,tt0111127
nm0000679	Deborah Kara Unger	1966	\N	actress,producer,miscellaneous	tt0119174,tt0317042,tt0328538,tt1441912
nm0000680	Casper Van Dien	1968	\N	actor,producer,director	tt0120856,tt0437086,tt0120201,tt0162661
nm0000681	Vince Vaughn	1970	\N	producer,actor,writer	tt0396269,tt0452594,tt5657856,tt1078940
nm0000682	Paul Verhoeven	1938	\N	director,producer,writer	tt0093870,tt0164052,tt0389557,tt3716530
nm0000683	Gore Vidal	1925	2012	writer,actor	tt0119177,tt0111732,tt0080491,tt0041061
nm0000684	Nana Visitor	1957	\N	actress,soundtrack	tt2637276,tt0758746,tt1334102,tt0106145
nm0000685	Jon Voight	1938	\N	actor,producer,writer	tt0064665,tt0089941,tt0118615,tt0068473
nm0000686	Christopher Walken	1943	\N	actor,soundtrack,miscellaneous	tt0114194,tt0264464,tt0427327,tt0077416
nm0000687	J.T. Walsh	1943	1998	actor	tt0118771,tt0093105,tt0104257,tt0117666
nm0000688	Sela Ward	1956	\N	actress,producer	tt0814335,tt2267998,tt0106977,tt1628841
nm0000689	Julie Warner	1965	\N	actress,director,producer	tt0114694,tt0101745,tt0099582,tt0430634
nm0000690	Lesley Ann Warren	1946	\N	actress,soundtrack,producer	tt0084865,tt3322312,tt0057950,tt0088930
nm0000691	John Waters	1946	\N	actor,writer,director	tt0126604,tt0111127,tt0095270,tt0387575
nm0000692	Teri Weigel	1962	\N	actress	tt0100403,tt0100114,tt0098257,tt0096889
nm0000693	Peter Weller	1947	\N	actor,director,soundtrack	tt0086856,tt0100502,tt0102511,tt0093870
nm0000694	Wim Wenders	1945	\N	director,producer,writer	tt0107209,tt0101458,tt0093191,tt0087884
nm0000695	Joanne Whalley	1961	\N	actress	tt0120483,tt0100232,tt0090424,tt0096446
nm0000696	Wil Wheaton	1972	\N	actor,writer,producer	tt0092455,tt0092005,tt0103112,tt0084649
nm0000697	Billy Wilder	1906	2002	writer,director,producer	tt0053604,tt0047437,tt0043014,tt0053291
nm0000698	Gene Wilder	1933	2016	actor,soundtrack,writer	tt0072431,tt0063462,tt0098282,tt0067992
nm0000699	Michael Wincott	1958	\N	actor	tt0096219,tt0115632,tt0486674,tt0112817
nm0000700	Debra Winger	1955	\N	actress,producer,soundtrack	tt1084950,tt0086425,tt0081696,tt0084434
nm0000701	Kate Winslet	1975	\N	actress,soundtrack	tt0114388,tt0120338,tt0959337,tt0338013
nm0000702	Reese Witherspoon	1976	\N	actress,producer,soundtrack	tt0250494,tt0358273,tt2305051,tt0126886
nm0000703	BD Wong	1960	\N	actor,soundtrack	tt0107290,tt4158110,tt0369610,tt0120762
nm0000704	Elijah Wood	1981	\N	actor,producer,soundtrack	tt0167261,tt0167260,tt0338013,tt0120737
nm0000705	Robin Wright	1966	\N	actress,producer,director	tt0109830,tt0217869,tt0442933,tt0093779
nm0000706	Michelle Yeoh	1962	\N	actress,producer,writer	tt1302011,tt0190332,tt3104988,tt0120347
nm0000707	Sean Young	1959	\N	actress,miscellaneous,director	tt0093640,tt0083658,tt0109040,tt0087182
nm0000708	Billy Zane	1966	\N	actor,producer,soundtrack	tt0096874,tt0120338,tt0117331,tt0097162
nm0000709	Robert Zemeckis	1951	\N	producer,writer,director	tt0109830,tt1907668,tt0088763,tt0118884
nm0000710	David Raksin	1912	2004	music_department,composer,soundtrack	tt0119668,tt0037008,tt0458339,tt0027977
nm0000711	Rick Baker	1950	\N	make_up_department,special_effects,actor	tt0170016,tt0780653,tt0133152,tt0119654
nm0000712	Steve Cohen	\N	\N	assistant_director,director,miscellaneous	tt0143213,tt0363685,tt0089218,tt0098844
nm0000713	Joel Oliansky	1935	2002	writer,director,actor	tt0065278,tt0081900,tt0205655,tt0069599
nm0000714	Willie Aames	1960	\N	actor,writer,director	tt0086681,tt0084945,tt0075500
nm0000715	Caroline Aaron	1952	\N	actress,producer	tt0099487,tt0118954,tt1232829,tt0108160
nm0000716	Paula Abdul	1962	\N	soundtrack,actress,miscellaneous	tt0093894,tt0116695,tt0169547,tt0358082
nm0000717	Kareem Abdul-Jabbar	1947	\N	actor,producer,writer	tt0412253,tt0080339,tt0113097,tt0089155
nm0000718	Ian Abercrombie	1934	2012	actor,miscellaneous	tt0312098,tt0106308,tt0460829,tt1185834
nm0000719	F. Murray Abraham	1939	\N	actor,soundtrack	tt2278388,tt0120844,tt0113819,tt0086879
nm0000720	Jim Abrahams	1944	\N	writer,producer,director	tt0102059,tt0083466,tt0088286,tt0080339
nm0000721	Victoria Abril	1959	\N	actress,soundtrack	tt0101026,tt0094822,tt0284491,tt0103030
nm0000722	Joss Ackland	1928	\N	actor,soundtrack	tt0078480,tt0097733,tt0101452,tt0099810
nm0000723	Deborah Adair	1952	\N	actress	tt0081856,tt0099701,tt0069658,tt0058796
nm0000724	Brooke Adams	1949	\N	actress,producer,writer	tt0077405,tt0085407,tt0079013,tt0077745
nm0000725	Joey Lauren Adams	1968	\N	actress,soundtrack,director	tt0106677,tt0113749,tt0118842,tt0142342
nm0000726	Maud Adams	1945	\N	actress,director	tt0073631,tt0071807,tt0083178,tt0086034
nm0000727	Percy Adlon	1935	\N	director,writer,producer	tt0090377,tt0082225,tt0095801,tt0108636
nm0000728	Mario Adorf	1930	\N	actor,soundtrack,writer	tt0103432,tt0112154,tt0050746,tt0098836
nm0000729	Casey Affleck	1975	\N	actor,producer,writer	tt4034228,tt1206543,tt0452623,tt0443680
nm0000730	John Agar	1921	2002	actor,music_department	tt0100260,tt0049516,tt0040369,tt0066831
nm0000731	Brian Aherne	1902	1986	actor,soundtrack	tt0057547,tt0030442,tt0036203,tt0031516
nm0000732	Danny Aiello	1933	2019	actor,producer,soundtrack	tt0093565,tt0097216,tt0102070,tt0110413
nm0000733	Anouk Aimée	1932	\N	actress	tt0056801,tt0055093,tt0053779,tt0061138
nm0000734	Eddie Albert	1906	2005	actor,soundtrack,producer	tt0071771,tt0058808,tt0046250,tt0068687
nm0000735	Brian Aldiss	1925	2017	writer,actor	tt0099612,tt1590816,tt0212720,tt0432260
nm0000736	Robert Aldrich	1918	1983	director,assistant_director,producer	tt0056687,tt0048261,tt0061578,tt0048966
nm0000737	Jane Alexander	1939	\N	actress,producer,soundtrack	tt0298130,tt0124315,tt0086429,tt0079417
nm0000738	Muhammad Ali	1942	2016	actor,soundtrack,writer	tt0056406,tt0076111,tt0118147,tt0077003
nm0000739	Debbie Allen	1950	\N	actress,producer,director	tt0083412,tt0080716,tt0413573,tt0118607
nm0000740	Irwin Allen	1916	1991	writer,producer,director	tt0044009,tt0060036,tt0072308,tt0057798
nm0000741	Tim Allen	1953	\N	actor,producer,miscellaneous	tt0177789,tt0101120,tt0111070,tt0114709
nm0000742	June Allyson	1917	2006	actress,soundtrack	tt0049578,tt0040876,tt0039431,tt0046963
nm0000743	Néstor Almendros	1930	1992	cinematographer,director,actor	tt0080453,tt0077405,tt0084707,tt0079417
nm0000744	Maria Conchita Alonso	1957	\N	actress,soundtrack,producer	tt0100403,tt0092997,tt1186370,tt0093894
nm0000745	Carol Alt	1960	\N	actress,producer,executive	tt1859650,tt0484207,tt0119951,tt0112829
nm0000746	Trini Alvarado	1967	\N	actress,soundtrack	tt0125454,tt0079806,tt0110367,tt0116365
nm0000747	Don Ameche	1908	1993	actor,soundtrack,director	tt0094898,tt0107131,tt0086465,tt0088933
nm0000748	Leon Ames	1902	1993	actor,soundtrack	tt0037059,tt0066473,tt0043880,tt0091738
nm0000749	Mädchen Amick	1970	\N	actress,director,producer	tt0109665,tt0098936,tt0105665,tt5420376
nm0000750	Jon Amiel	1948	\N	director,producer,writer	tt0112722,tt0298814,tt0100822,tt0137494
nm0000751	Suzy Amis	1962	\N	actress,producer,soundtrack	tt0106350,tt0120338,tt0114814,tt0109303
nm0000752	Judith Anderson	1897	1992	actress,soundtrack	tt0032976,tt0037008,tt0049833,tt0088170
nm0000753	Juliet Anderson	1938	2010	actress,director,producer	tt0082707,tt0265023,tt0134298,tt0183031
nm0000754	Kevin Anderson	1960	\N	actor,soundtrack,stunts	tt0413895,tt0093683,tt0102945,tt0118411
nm0000755	Lindsay Anderson	1923	1994	director,actor,writer	tt0057578,tt0063850,tt0083694,tt0094315
nm0000756	Loni Anderson	1945	\N	actress,soundtrack	tt0118539,tt0120770,tt0077097,tt0086379
nm0000757	Melissa Sue Anderson	1962	\N	actress,producer,soundtrack	tt0463850,tt0071007,tt0088513,tt0082498
nm0000758	Melody Anderson	1955	\N	actress	tt0076984,tt0091055,tt0080745,tt0082242
nm0000759	Paul Thomas Anderson	1970	\N	director,writer,producer	tt0118749,tt0272338,tt0469494,tt1791528
nm0000760	Richard Dean Anderson	1950	\N	actor,producer,soundtrack	tt0929629,tt0088559,tt0374455,tt0118480
nm0000761	Bibi Andersson	1935	2019	actress,soundtrack	tt0837106,tt0050976,tt0050986,tt0060827
nm0000762	Anthony Andrews	1948	\N	actor,producer,soundtrack	tt0084637,tt1504320,tt0083390,tt0084157
nm0000763	Dana Andrews	1909	1992	actor,soundtrack	tt0036868,tt0037008,tt0051221,tt0050766
nm0000764	André the Giant	1946	1993	actor	tt0093779,tt0261495,tt0071054,tt0087718
nm0000765	Pier Angeli	1932	1971	actress,soundtrack	tt0044112,tt0058947,tt0056504,tt0049778
nm0000766	Theodoros Angelopoulos	1935	2012	director,writer,producer	tt0096288,tt0156794,tt0081148,tt0114863
nm0000767	Jean-Hugues Anglade	1955	\N	actor,director,writer	tt0100263,tt0090563,tt0110265,tt0110963
nm0000768	Francesca Annis	1945	\N	actress	tt0077042,tt0085811,tt0087182,tt0375920
nm0000769	Susan Anspach	1942	2018	actress,soundtrack	tt0069097,tt0065724,tt0069808,tt0087730
nm0000770	David Anspaugh	1946	\N	producer,director	tt0091217,tt0083483,tt0108002,tt0081873
nm0000771	Lysette Anthony	1963	\N	actress,producer	tt0112896,tt0104466,tt0099363,tt0085811
nm0000772	Susan Anton	1950	\N	actress,soundtrack,producer	tt0079225,tt0078694,tt0087032,tt0096542
nm0000773	Laura Antonelli	1941	2015	actress	tt0082883,tt0071844,tt0074686,tt0070358
nm0000774	Michelangelo Antonioni	1912	2007	writer,director,editor	tt0073580,tt0060176,tt0053619,tt0047821
nm0000775	Christina Applegate	1971	\N	actress,producer,soundtrack	tt0101757,tt0253867,tt4651520,tt0092400
nm0000776	Michael Apted	1941	\N	director,producer,miscellaneous	tt1734493,tt0157583,tt0143145,tt0384766
nm0000777	Gregg Araki	1959	\N	writer,director,producer	tt0094134,tt0370986,tt1523483,tt2238050
nm0000778	Alfonso Arau	1932	\N	actor,director,writer	tt0092086,tt0088011,tt0114887,tt0103994
nm0000779	Roscoe 'Fatty' Arbuckle	1887	1933	actor,director,writer	tt0009389,tt0012382,tt0007761,tt0009123
nm0000780	Denys Arcand	1941	\N	writer,director,actor	tt0338135,tt0097635,tt0090985,tt7231342
nm0000781	Eve Arden	1908	1990	actress,soundtrack	tt0037913,tt0077631,tt0044287,tt0052561
nm0000782	Asia Argento	1975	\N	actress,director,writer	tt0368774,tt0295701,tt0218581,tt0418819
nm0000783	Dario Argento	1940	\N	writer,director,producer	tt0065143,tt0073582,tt0084777,tt0093677
nm0000784	Pedro Armendáriz	1912	1963	actor,producer	tt0040064,tt0057076,tt0037981,tt0040369
nm0000785	Alison Armitage	1965	\N	actress	tt0105930,tt0115237,tt0116695,tt0180339
nm0000786	George Armitage	1942	\N	producer,writer,director	tt0075393,tt0119229,tt0065760,tt0100143
nm0000787	Bess Armstrong	1953	\N	actress	tt0085750,tt0108872,tt0085678,tt0091653
nm0000788	Gillian Armstrong	1950	\N	director,producer,writer	tt0117206,tt0110367,tt0079596,tt0245046
nm0000789	Desi Arnaz	1917	1986	producer,actor,production_manager	tt1243974,tt0047191,tt0043208,tt0041475
nm0000790	James Arness	1923	2011	actor,producer,miscellaneous	tt0044121,tt0047573,tt0047736,tt0092527
